SEASON,LAT,LON,WMO_WIND,WMO_PRES,NATURE,high_risk
2000,18.8,-55.0,35.0,1008.0,TS,0
2000,19.4,-56.6,35.0,1008.0,TS,0
2000,20.0,-58.0,30.0,1009.0,TS,0
2000,16.1,-55.9,30.0,1010.0,TS,0
2000,16.4,-58.0,30.0,1010.0,DS,0
2000,16.6,-59.9,30.0,1010.0,DS,0
2000,16.6,-61.7,30.0,1010.0,DS,0
2000,16.4,-63.6,30.0,1010.0,DS,0
2000,16.7,-65.6,30.0,1010.0,DS,0
2000,17.0,-67.1,30.0,1010.0,DS,0
2000,17.1,-68.7,30.0,1010.0,DS,0
2000,17.2,-70.6,30.0,1010.0,DS,0
2000,17.4,-72.5,30.0,1010.0,DS,0
2000,17.6,-74.4,30.0,1010.0,DS,0
2000,10.5,-56.6,40.0,1003.0,TS,0
2000,10.7,-58.0,40.0,1005.0,TS,0
2000,11.0,-59.5,35.0,1006.0,TS,0
2000,11.3,-60.9,35.0,1007.0,TS,0
2000,11.7,-62.3,30.0,1008.0,TS,0
2000,11.9,-63.5,30.0,1009.0,TS,0
2000,11.9,-64.9,25.0,1009.0,TS,0
2000,21.5,-69.5,30.0,1009.0,ET,0
2000,22.5,-70.0,35.0,1007.0,ET,0
2000,23.5,-70.9,35.0,1006.0,ET,0
2000,24.5,-71.7,35.0,1005.0,SS,0
2001,12.7,-57.2,30.0,1012.0,DS,0
2001,13.1,-60.6,35.0,1011.0,DS,0
2001,13.3,-62.8,35.0,1011.0,DS,0
2001,13.7,-64.6,35.0,1010.0,TS,0
2001,14.2,-66.4,35.0,1006.0,TS,0
2001,14.4,-68.2,45.0,1004.0,TS,0
2001,14.6,-70.4,55.0,1003.0,TS,0
2001,14.8,-72.9,50.0,1006.0,TS,0
2001,17.9,-64.3,45.0,1010.0,TS,0
2001,19.1,-65.9,50.0,1009.0,TS,0
2001,19.8,-67.4,50.0,1010.0,TS,0
2001,20.7,-68.9,50.0,1010.0,TS,0
2001,21.6,-69.8,30.0,1012.0,TS,0
2001,23.0,-70.2,25.0,1012.0,DS,0
2001,24.6,-70.8,25.0,1013.0,DS,0
2001,17.8,-55.9,45.0,1000.0,TS,0
2001,18.1,-57.0,35.0,1013.0,TS,0
2001,19.0,-57.9,25.0,1014.0,DS,0
2001,20.1,-58.1,15.0,1015.0,DS,0
2001,21.2,-58.2,15.0,1015.0,DS,0
2001,22.2,-58.3,20.0,1014.0,DS,0
2001,23.2,-58.4,25.0,1013.0,TS,0
2001,23.9,-58.1,25.0,1012.0,TS,0
2001,24.4,-57.6,30.0,1008.0,TS,0
2001,24.9,-57.8,30.0,1008.0,TS,0
2001,12.3,-58.2,25.0,1011.0,TS,0
2001,12.8,-59.9,30.0,1010.0,TS,0
2001,13.4,-61.4,30.0,1010.0,TS,0
2001,14.0,-63.0,30.0,1010.0,TS,0
2001,14.8,-64.5,35.0,1008.0,TS,0
2001,15.5,-66.0,45.0,1005.0,TS,0
2001,15.7,-67.7,50.0,1001.0,TS,0
2001,16.0,-69.0,55.0,998.0,TS,0
2001,16.5,-70.5,55.0,998.0,TS,0
2001,16.9,-72.2,65.0,992.0,TS,1
2001,16.9,-74.0,75.0,993.0,TS,1
2001,11.3,-55.7,40.0,1007.0,TS,0
2001,11.7,-57.7,45.0,1007.0,TS,0
2001,12.5,-59.5,45.0,1007.0,TS,0
2001,13.1,-60.2,45.0,1006.0,TS,0
2001,13.8,-62.0,45.0,1004.0,TS,0
2001,14.2,-64.0,35.0,1007.0,TS,0
2001,14.5,-66.0,25.0,1008.0,TS,0
2001,24.5,-66.2,30.0,1003.0,TS,0
2001,23.7,-67.1,30.0,1004.0,TS,0
2001,23.4,-67.7,30.0,1004.0,TS,0
2001,23.1,-68.0,30.0,1005.0,TS,0
2001,22.8,-68.3,30.0,1004.0,TS,0
2001,23.0,-68.6,30.0,1004.0,TS,0
2001,23.4,-68.9,35.0,1003.0,TS,0
2001,24.3,-68.9,35.0,1003.0,TS,0
2002,10.0,-60.5,25.0,1009.0,TS,0
2002,10.2,-62.4,25.0,1009.0,TS,0
2002,10.6,-64.3,25.0,1009.0,TS,0
2002,11.2,-66.4,25.0,1009.0,TS,0
2002,12.3,-68.5,25.0,1009.0,DS,0
2002,14.2,-70.5,20.0,1009.0,DS,0
2002,15.0,-71.9,20.0,1008.0,DS,0
2002,15.5,-73.2,20.0,1008.0,DS,0
2002,15.7,-74.5,20.0,1008.0,DS,0
2002,12.2,-56.8,40.0,1005.0,TS,0
2002,12.4,-58.7,45.0,1004.0,TS,0
2002,12.5,-60.4,50.0,1005.0,TS,0
2002,12.7,-62.1,50.0,1006.0,TS,0
2002,12.8,-63.7,50.0,1006.0,TS,0
2002,13.0,-64.9,60.0,1004.0,TS,0
2002,13.2,-66.0,50.0,1007.0,TS,0
2002,13.5,-66.9,35.0,1008.0,TS,0
2002,13.7,-67.5,35.0,1008.0,TS,0
2002,14.0,-68.2,40.0,1008.0,DS,0
2002,14.2,-68.9,40.0,1007.0,DS,0
2002,14.5,-69.8,35.0,1007.0,DS,0
2002,14.9,-71.0,35.0,1007.0,DS,0
2002,15.3,-72.2,30.0,1007.0,DS,0
2002,15.6,-73.0,30.0,1006.0,DS,0
2002,15.7,-73.5,30.0,1006.0,TS,0
2002,15.9,-74.0,30.0,1006.0,TS,0
2002,16.1,-74.6,35.0,1003.0,TS,0
2002,16.7,-75.0,40.0,1004.0,TS,0
2003,11.8,-55.3,30.0,1010.0,DS,0
2003,12.6,-57.5,30.0,1010.0,DS,0
2003,13.2,-59.8,35.0,1010.0,DS,0
2003,13.7,-62.0,35.0,1009.0,DS,0
2003,14.0,-64.8,40.0,1009.0,DS,0
2003,14.4,-67.6,40.0,1009.0,DS,0
2003,14.8,-70.0,45.0,1006.0,TS,0
2003,15.0,-72.0,50.0,1001.0,TS,0
2003,15.1,-74.4,60.0,1003.0,TS,0
2003,13.8,-55.1,30.0,1013.0,TS,0
2003,14.0,-57.4,30.0,1012.0,TS,0
2003,14.5,-65.5,30.0,1009.0,TS,0
2003,15.2,-66.5,30.0,1007.0,TS,0
2003,15.7,-67.5,30.0,1008.0,TS,0
2003,16.2,-68.2,30.0,1008.0,TS,0
2003,18.5,-55.3,120.0,949.0,TS,1
2003,18.7,-56.3,120.0,949.0,TS,1
2003,19.0,-57.3,125.0,944.0,TS,1
2003,19.3,-58.3,125.0,943.0,TS,1
2003,19.6,-59.2,120.0,945.0,TS,1
2003,20.1,-59.9,120.0,945.0,TS,1
2003,20.5,-60.7,120.0,946.0,TS,1
2003,20.9,-61.3,115.0,945.0,TS,1
2003,21.3,-61.8,110.0,945.0,TS,1
2003,21.9,-62.3,110.0,945.0,TS,1
2003,22.5,-62.8,110.0,944.0,TS,1
2003,23.2,-63.0,115.0,939.0,TS,1
2003,23.8,-63.3,105.0,944.0,TS,1
2003,24.8,-63.8,105.0,944.0,TS,1
2003,21.6,-55.7,140.0,920.0,TS,1
2003,21.7,-56.6,140.0,920.0,TS,1
2003,21.6,-57.4,140.0,920.0,TS,1
2003,21.7,-58.2,140.0,920.0,TS,1
2003,21.8,-59.1,135.0,925.0,TS,1
2003,21.9,-60.1,130.0,935.0,TS,1
2003,22.1,-61.0,135.0,935.0,TS,1
2003,22.5,-62.1,140.0,932.0,TS,1
2003,22.9,-63.3,135.0,935.0,TS,1
2003,23.2,-64.6,135.0,939.0,TS,1
2003,23.5,-65.8,135.0,935.0,TS,1
2003,23.9,-67.0,140.0,933.0,TS,1
2003,24.3,-67.9,130.0,937.0,TS,1
2003,24.5,-68.8,125.0,940.0,TS,1
2003,24.8,-69.4,120.0,946.0,TS,1
2003,19.1,-68.8,40.0,1004.0,TS,0
2003,20.1,-69.7,40.0,1002.0,TS,0
2003,20.9,-70.4,40.0,1003.0,TS,0
2003,21.8,-71.3,35.0,1007.0,TS,0
2003,22.7,-71.5,35.0,1007.0,TS,0
2003,23.6,-71.9,35.0,1006.0,TS,0
2003,24.0,-72.4,30.0,1007.0,TS,0
2003,24.7,-72.2,30.0,1008.0,TS,0
2003,20.4,-55.4,35.0,1005.0,TS,0
2003,21.5,-56.0,30.0,1006.0,TS,0
2003,22.5,-56.4,30.0,1007.0,TS,0
2003,23.6,-56.9,30.0,1008.0,TS,0
2003,13.9,-74.8,50.0,993.0,TS,0
2003,14.1,-74.4,50.0,993.0,TS,0
2003,14.3,-73.8,50.0,995.0,TS,0
2003,15.0,-73.0,50.0,995.0,TS,0
2003,15.9,-72.5,55.0,995.0,TS,0
2003,16.6,-72.2,55.0,995.0,TS,0
2003,17.2,-72.0,55.0,994.0,TS,0
2003,17.8,-71.5,50.0,995.0,TS,0
2003,17.9,-71.4,45.0,997.0,TS,0
2003,18.9,-70.6,40.0,1000.0,TS,0
2003,20.5,-69.5,40.0,1003.0,TS,0
2003,22.4,-68.1,45.0,1002.0,ET,0
2003,23.5,-65.9,45.0,1002.0,ET,0
2003,24.4,-63.7,45.0,1004.0,ET,0
2004,13.2,-55.4,25.0,1010.0,TS,0
2004,13.5,-57.4,30.0,1010.0,TS,0
2004,13.6,-59.5,30.0,1010.0,TS,0
2004,13.6,-61.6,30.0,1010.0,TS,0
2004,13.7,-63.7,30.0,1010.0,DS,0
2004,14.0,-65.7,25.0,1010.0,DS,0
2004,14.9,-67.7,25.0,1010.0,DS,0
2004,16.0,-69.7,25.0,1011.0,DS,0
2004,16.5,-71.5,25.0,1011.0,DS,0
2004,17.0,-73.0,25.0,1011.0,DS,0
2004,17.1,-74.6,25.0,1011.0,DS,0
2004,11.4,-59.2,30.0,1010.0,TS,0
2004,11.7,-61.1,30.0,1009.0,TS,0
2004,12.2,-63.2,30.0,1009.0,TS,0
2004,12.9,-65.3,35.0,1007.0,TS,0
2004,13.8,-67.6,40.0,1004.0,TS,0
2004,14.9,-69.8,45.0,1000.0,TS,0
2004,15.6,-71.8,55.0,999.0,TS,0
2004,16.0,-73.7,55.0,999.0,TS,0
2004,11.0,-55.9,35.0,1010.0,TS,0
2004,11.5,-58.3,45.0,1009.0,TS,0
2004,11.8,-60.8,45.0,1009.0,TS,0
2004,12.1,-62.8,35.0,1010.0,TS,0
2004,18.8,-55.0,110.0,948.0,TS,1
2004,18.9,-55.8,105.0,954.0,TS,1
2004,19.0,-56.8,100.0,958.0,TS,1
2004,19.2,-58.1,100.0,956.0,TS,1
2004,19.4,-59.3,110.0,948.0,TS,1
2004,19.6,-60.7,110.0,946.0,TS,1
2004,19.8,-62.1,115.0,950.0,TS,1
2004,20.0,-63.5,120.0,949.0,TS,1
2004,20.3,-65.0,125.0,942.0,TS,1
2004,20.6,-66.4,120.0,941.0,TS,1
2004,21.0,-67.9,120.0,939.0,TS,1
2004,21.1,-68.1,120.0,935.0,TS,1
2004,21.4,-69.1,120.0,937.0,TS,1
2004,21.8,-70.4,120.0,941.0,TS,1
2004,22.2,-71.4,120.0,939.0,TS,1
2004,22.7,-72.5,125.0,937.0,TS,1
2004,22.8,-72.8,125.0,936.0,TS,1
2004,23.2,-73.5,120.0,939.0,TS,1
2004,23.8,-74.3,115.0,948.0,TS,1
2004,24.0,-74.5,110.0,948.0,TS,1
2004,24.2,-75.0,105.0,948.0,TS,1
2004,11.2,-56.1,90.0,964.0,TS,1
2004,11.3,-57.8,95.0,965.0,TS,1
2004,11.6,-59.4,100.0,963.0,TS,1
2004,11.8,-61.1,105.0,956.0,TS,1
2004,11.9,-61.8,110.0,952.0,TS,1
2004,12.0,-62.6,115.0,950.0,TS,1
2004,12.3,-64.1,120.0,946.0,TS,1
2004,12.6,-65.5,120.0,955.0,TS,1
2004,13.0,-67.0,120.0,950.0,TS,1
2004,13.3,-68.3,130.0,938.0,TS,1
2004,13.7,-69.5,140.0,925.0,TS,1
2004,14.2,-70.8,140.0,919.0,TS,1
2004,14.7,-71.9,130.0,921.0,TS,1
2004,15.2,-72.8,130.0,923.0,TS,1
2004,15.7,-73.8,125.0,930.0,TS,1
2004,16.2,-74.7,125.0,934.0,TS,1
2004,15.9,-60.0,25.0,1010.0,TS,0
2004,16.0,-60.7,25.0,1010.0,TS,0
2004,16.2,-61.3,30.0,1009.0,TS,0
2004,16.3,-61.5,30.0,1009.0,TS,0
2004,16.4,-62.6,35.0,1006.0,TS,0
2004,16.7,-63.5,50.0,996.0,TS,0
2004,17.1,-64.0,55.0,996.0,TS,0
2004,17.2,-64.8,55.0,994.0,TS,0
2004,17.6,-65.4,60.0,991.0,TS,0
2004,18.0,-66.0,60.0,991.0,TS,0
2004,18.1,-66.2,60.0,991.0,TS,0
2004,18.5,-67.1,60.0,993.0,TS,0
2004,18.6,-67.8,60.0,992.0,TS,0
2004,18.6,-68.3,70.0,985.0,TS,1
2004,18.6,-68.5,70.0,984.0,TS,1
2004,18.8,-69.0,65.0,988.0,TS,1
2004,19.2,-69.4,60.0,990.0,TS,0
2004,19.4,-69.9,55.0,990.0,TS,0
2004,19.7,-70.7,50.0,990.0,TS,0
2004,20.0,-71.6,30.0,1002.0,TS,0
2004,20.2,-72.0,40.0,1000.0,TS,0
2004,20.4,-72.5,45.0,1000.0,TS,0
2004,21.2,-72.8,45.0,1000.0,TS,0
2004,21.7,-72.3,40.0,1005.0,TS,0
2004,22.2,-72.2,40.0,1002.0,TS,0
2004,22.8,-72.3,40.0,1002.0,TS,0
2004,23.5,-72.5,40.0,1000.0,TS,0
2004,24.2,-72.3,45.0,996.0,TS,0
2004,24.8,-72.1,50.0,994.0,TS,0
2005,12.0,-60.8,25.0,1010.0,TS,0
2005,12.1,-61.6,30.0,1010.0,TS,0
2005,12.2,-62.5,30.0,1009.0,TS,0
2005,12.5,-64.2,30.0,1008.0,TS,0
2005,13.0,-65.9,35.0,1007.0,TS,0
2005,13.6,-67.3,40.0,1005.0,TS,0
2005,14.3,-68.5,45.0,1000.0,TS,0
2005,14.7,-69.7,50.0,995.0,TS,0
2005,15.1,-70.9,55.0,991.0,TS,0
2005,15.6,-71.9,60.0,989.0,TS,0
2005,16.2,-73.0,70.0,982.0,TS,1
2005,16.7,-74.1,80.0,972.0,TS,1
2005,17.6,-74.9,90.0,967.0,TS,1
2005,11.1,-55.4,45.0,1003.0,TS,0
2005,11.2,-57.2,50.0,1003.0,TS,0
2005,11.4,-58.9,55.0,1003.0,TS,0
2005,11.6,-60.2,70.0,999.0,TS,1
2005,11.9,-61.5,75.0,991.0,TS,1
2005,12.0,-61.8,75.0,989.0,TS,1
2005,12.4,-63.2,85.0,980.0,TS,1
2005,12.9,-64.9,100.0,971.0,TS,1
2005,13.3,-66.7,110.0,959.0,TS,1
2005,13.7,-68.4,115.0,952.0,TS,1
2005,14.1,-70.1,115.0,964.0,TS,1
2005,14.5,-71.8,95.0,969.0,TS,1
2005,14.9,-73.4,110.0,958.0,TS,1
2005,15.4,-75.0,120.0,953.0,TS,1
2005,25.0,-75.0,30.0,1010.0,TS,0
2005,22.4,-55.7,30.0,1009.0,TS,0
2005,22.3,-56.5,30.0,1009.0,TS,0
2005,22.4,-57.2,30.0,1009.0,TS,0
2005,22.8,-58.1,30.0,1008.0,TS,0
2005,23.3,-59.3,35.0,1005.0,TS,0
2005,23.9,-60.4,40.0,1003.0,TS,0
2005,24.7,-61.7,45.0,1001.0,TS,0
2005,16.7,-55.6,25.0,1010.0,DS,0
2005,17.1,-56.6,25.0,1010.0,DS,0
2005,17.3,-57.7,25.0,1010.0,DS,0
2005,17.6,-58.9,25.0,1012.0,DS,0
2005,18.0,-60.1,25.0,1014.0,DS,0
2005,13.9,-55.1,40.0,1003.0,TS,0
2005,14.4,-55.3,45.0,1000.0,TS,0
2005,14.9,-55.5,50.0,996.0,TS,0
2005,15.6,-55.7,55.0,993.0,TS,0
2005,16.2,-55.8,65.0,987.0,TS,1
2005,16.7,-55.9,65.0,987.0,TS,1
2005,17.2,-56.2,65.0,987.0,TS,1
2005,17.5,-56.4,65.0,987.0,TS,1
2005,17.7,-56.6,70.0,985.0,TS,1
2005,17.9,-56.8,65.0,987.0,TS,1
2005,18.1,-57.0,60.0,990.0,TS,0
2005,18.5,-57.2,55.0,992.0,TS,0
2005,18.9,-57.2,55.0,994.0,TS,0
2005,19.4,-57.1,50.0,997.0,TS,0
2005,19.9,-57.0,45.0,1000.0,TS,0
2005,20.8,-56.9,40.0,1001.0,TS,0
2005,22.4,-56.7,35.0,1002.0,TS,0
2005,23.8,-56.8,35.0,1003.0,TS,0
2005,21.3,-69.9,25.0,1009.0,TS,0
2005,21.6,-70.7,25.0,1009.0,TS,0
2005,21.9,-71.5,30.0,1007.0,TS,0
2005,22.2,-72.3,35.0,1005.0,TS,0
2005,22.4,-73.0,45.0,1002.0,TS,0
2005,22.6,-73.8,50.0,999.0,TS,0
2005,22.8,-74.7,55.0,997.0,TS,0
2005,15.8,-67.5,30.0,1007.0,TS,0
2005,16.5,-68.5,35.0,1005.0,TS,0
2005,17.3,-69.6,45.0,1000.0,TS,0
2005,17.8,-70.5,45.0,998.0,TS,0
2005,18.3,-71.3,45.0,1000.0,TS,0
2005,18.6,-72.2,35.0,1002.0,TS,0
2005,19.8,-72.7,30.0,1004.0,TS,0
2005,21.6,-72.9,30.0,1004.0,TS,0
2005,23.5,-73.0,30.0,1004.0,TS,0
2005,13.2,-62.1,30.0,1007.0,TS,0
2005,13.6,-62.8,30.0,1006.0,TS,0
2005,13.8,-63.4,30.0,1006.0,TS,0
2005,14.1,-64.2,30.0,1005.0,TS,0
2005,14.2,-65.0,30.0,1004.0,TS,0
2005,14.3,-66.0,35.0,1004.0,TS,0
2005,14.4,-67.1,35.0,1004.0,TS,0
2005,14.7,-68.4,30.0,1005.0,TS,0
2005,14.8,-69.9,30.0,1006.0,TS,0
2005,14.8,-71.5,30.0,1006.0,TS,0
2005,14.7,-73.1,25.0,1006.0,TS,0
2006,16.3,-58.1,30.0,1011.0,TS,0
2006,16.8,-58.9,35.0,1009.0,TS,0
2006,17.2,-59.8,40.0,1006.0,TS,0
2006,17.7,-60.6,50.0,1004.0,TS,0
2006,18.1,-61.4,50.0,1003.0,TS,0
2006,18.5,-62.2,55.0,1001.0,TS,0
2006,19.0,-63.0,55.0,1001.0,TS,0
2006,19.6,-63.9,50.0,1004.0,TS,0
2006,19.9,-64.8,50.0,1007.0,TS,0
2006,20.2,-65.8,40.0,1010.0,TS,0
2006,20.4,-66.8,35.0,1011.0,TS,0
2006,20.6,-67.7,30.0,1011.0,TS,0
2006,20.7,-68.7,30.0,1011.0,TS,0
2006,20.8,-70.2,25.0,1011.0,DS,0
2006,21.2,-71.1,25.0,1011.0,DS,0
2006,21.3,-72.2,25.0,1012.0,DS,0
2006,21.5,-73.4,25.0,1012.0,DS,0
2006,21.6,-75.0,20.0,1012.0,DS,0
2006,12.7,-61.6,30.0,1008.0,TS,0
2006,13.0,-63.0,30.0,1007.0,TS,0
2006,13.3,-64.4,30.0,1005.0,TS,0
2006,13.7,-65.8,35.0,1005.0,TS,0
2006,14.0,-67.1,35.0,1004.0,TS,0
2006,14.3,-68.3,40.0,1002.0,TS,0
2006,14.6,-69.5,45.0,999.0,TS,0
2006,15.1,-70.4,50.0,997.0,TS,0
2006,15.7,-71.2,55.0,997.0,TS,0
2006,16.3,-72.0,55.0,995.0,TS,0
2006,16.9,-72.7,65.0,992.0,TS,1
2006,17.4,-73.4,55.0,997.0,TS,0
2006,17.8,-74.0,45.0,1002.0,TS,0
2006,18.3,-74.6,40.0,1003.0,TS,0
2006,20.9,-55.7,40.0,1002.0,TS,0
2006,21.5,-57.1,40.0,1002.0,TS,0
2006,21.7,-58.8,40.0,1002.0,TS,0
2006,21.9,-60.1,45.0,1000.0,TS,0
2006,22.7,-61.0,50.0,997.0,TS,0
2006,23.8,-62.3,50.0,993.0,TS,0
2006,24.4,-63.2,50.0,992.0,TS,0
2006,20.6,-55.3,30.0,1010.0,TS,0
2006,20.9,-56.3,35.0,1008.0,TS,0
2006,21.4,-57.1,40.0,1005.0,TS,0
2006,21.8,-57.6,50.0,1003.0,TS,0
2006,22.3,-58.0,50.0,1000.0,TS,0
2006,22.8,-58.2,50.0,998.0,TS,0
2006,23.4,-58.2,55.0,994.0,TS,0
2006,24.0,-58.1,65.0,987.0,TS,1
2006,24.7,-58.0,70.0,984.0,TS,1
2006,24.9,-55.2,90.0,958.0,TS,1
2007,13.8,-55.5,80.0,972.0,TS,1
2007,14.0,-57.7,80.0,976.0,TS,1
2007,14.2,-59.8,80.0,975.0,TS,1
2007,14.4,-61.7,90.0,967.0,TS,1
2007,14.8,-63.5,110.0,961.0,TS,1
2007,14.9,-65.1,125.0,944.0,TS,1
2007,15.0,-66.6,145.0,929.0,TS,1
2007,15.4,-68.0,145.0,923.0,TS,1
2007,15.9,-69.5,130.0,930.0,TS,1
2007,16.1,-71.0,120.0,920.0,TS,1
2007,16.4,-72.6,120.0,921.0,TS,1
2007,16.8,-74.3,125.0,923.0,TS,1
2007,11.5,-56.6,25.0,1009.0,TS,0
2007,11.5,-58.0,30.0,1008.0,TS,0
2007,12.1,-59.4,35.0,1007.0,TS,0
2007,12.1,-61.1,40.0,1005.0,TS,0
2007,12.1,-61.7,45.0,1001.0,TS,0
2007,12.2,-62.8,50.0,1001.0,TS,0
2007,12.4,-64.5,60.0,999.0,TS,0
2007,12.6,-66.1,65.0,992.0,TS,1
2007,12.7,-67.8,85.0,985.0,TS,1
2007,13.0,-69.4,90.0,980.0,TS,1
2007,13.4,-71.1,115.0,962.0,TS,1
2007,13.8,-73.0,150.0,935.0,TS,1
2007,14.0,-75.0,150.0,930.0,TS,1
2007,16.7,-55.4,30.0,1006.0,TS,0
2007,16.9,-56.3,30.0,1006.0,TS,0
2007,17.1,-57.2,30.0,1006.0,TS,0
2007,17.2,-58.1,30.0,1007.0,TS,0
2007,17.3,-59.0,25.0,1009.0,TS,0
2007,17.5,-59.9,25.0,1010.0,DS,0
2007,18.0,-60.6,25.0,1010.0,DS,0
2007,18.4,-61.0,25.0,1010.0,DS,0
2007,18.8,-61.4,20.0,1011.0,DS,0
2007,19.0,-61.7,20.0,1011.0,DS,0
2007,19.1,-62.0,20.0,1011.0,DS,0
2007,18.0,-60.2,20.0,1010.0,DS,0
2007,18.0,-60.7,25.0,1009.0,DS,0
2007,18.1,-61.2,25.0,1009.0,DS,0
2007,18.4,-61.7,25.0,1009.0,DS,0
2007,18.8,-62.3,25.0,1009.0,DS,0
2007,19.1,-62.9,25.0,1007.0,DS,0
2007,19.2,-63.5,25.0,1007.0,DS,0
2007,19.1,-64.1,25.0,1006.0,DS,0
2007,18.8,-64.8,25.0,1005.0,DS,0
2007,18.0,-65.7,25.0,1005.0,DS,0
2007,17.2,-66.7,25.0,1004.0,DS,0
2007,16.5,-67.7,25.0,1004.0,DS,0
2007,16.1,-68.5,25.0,1004.0,DS,0
2007,15.7,-69.3,25.0,1004.0,DS,0
2007,15.3,-70.1,25.0,1004.0,DS,0
2007,15.4,-71.0,25.0,1004.0,DS,0
2007,15.7,-71.2,30.0,1003.0,TS,0
2007,16.0,-71.4,30.0,1002.0,TS,0
2007,16.3,-71.6,40.0,999.0,TS,0
2007,16.6,-71.8,50.0,996.0,TS,0
2007,17.1,-72.1,50.0,999.0,TS,0
2007,18.0,-72.4,45.0,1002.0,TS,0
2007,18.1,-72.5,45.0,1002.0,TS,0
2007,19.2,-72.9,40.0,1002.0,TS,0
2007,20.2,-73.6,45.0,1001.0,TS,0
2007,21.0,-74.6,45.0,999.0,TS,0
2007,18.3,-61.8,35.0,1009.0,DS,0
2007,18.3,-63.2,35.0,1008.0,DS,0
2007,18.4,-64.7,35.0,1007.0,SS,0
2007,18.5,-66.3,40.0,1005.0,SS,0
2007,18.4,-66.5,40.0,1005.0,SS,0
2007,18.3,-67.4,45.0,1004.0,SS,0
2007,18.5,-68.4,50.0,1003.0,TS,0
2007,19.0,-70.0,50.0,1003.0,TS,0
2007,19.1,-71.9,40.0,1005.0,TS,0
2007,19.1,-73.8,35.0,1008.0,TS,0
2008,22.7,-55.2,70.0,985.0,TS,1
2008,23.2,-56.1,65.0,987.0,TS,1
2008,23.8,-57.0,65.0,987.0,TS,1
2008,24.5,-57.8,85.0,974.0,TS,1
2008,18.4,-67.4,30.0,1011.0,TS,0
2008,18.5,-68.4,35.0,1009.0,TS,0
2008,18.5,-68.8,35.0,1009.0,TS,0
2008,18.6,-70.2,40.0,1008.0,TS,0
2008,18.7,-71.4,40.0,1008.0,TS,0
2008,18.8,-72.8,40.0,1007.0,TS,0
2008,18.8,-72.9,40.0,1007.0,TS,0
2008,19.1,-74.6,40.0,1007.0,TS,0
2008,13.5,-67.4,25.0,1008.0,TS,0
2008,14.4,-68.5,30.0,1005.0,TS,0
2008,15.1,-69.6,35.0,1002.0,TS,0
2008,15.8,-70.5,50.0,996.0,TS,0
2008,16.4,-71.2,60.0,991.0,TS,0
2008,16.9,-71.7,75.0,986.0,TS,1
2008,17.5,-72.1,80.0,981.0,TS,1
2008,18.1,-72.8,70.0,992.0,TS,1
2008,18.4,-73.1,50.0,995.0,TS,0
2008,18.6,-73.4,45.0,999.0,TS,0
2008,18.7,-73.7,45.0,998.0,TS,0
2008,18.9,-74.0,45.0,999.0,TS,0
2008,19.4,-57.3,30.0,1007.0,TS,0
2008,19.7,-57.8,30.0,1004.0,TS,0
2008,20.1,-58.6,35.0,1003.0,TS,0
2008,20.5,-59.6,35.0,1003.0,TS,0
2008,20.8,-60.5,40.0,1001.0,TS,0
2008,20.9,-61.5,45.0,1000.0,TS,0
2008,21.1,-62.4,45.0,1000.0,TS,0
2008,21.5,-63.4,45.0,1000.0,TS,0
2008,21.7,-64.5,45.0,1000.0,TS,0
2008,21.8,-65.5,45.0,1000.0,TS,0
2008,21.9,-66.2,45.0,1000.0,TS,0
2008,22.2,-66.9,45.0,1000.0,TS,0
2008,22.6,-67.5,50.0,999.0,TS,0
2008,23.1,-68.5,45.0,999.0,TS,0
2008,23.5,-69.8,40.0,999.0,TS,0
2008,23.6,-71.0,40.0,997.0,TS,0
2008,23.5,-71.7,45.0,997.0,TS,0
2008,23.2,-72.0,50.0,996.0,TS,0
2008,22.8,-72.2,60.0,990.0,TS,0
2008,22.3,-72.4,70.0,985.0,TS,1
2008,21.8,-72.3,75.0,977.0,TS,1
2008,21.4,-72.7,65.0,980.0,TS,1
2008,21.0,-73.0,60.0,983.0,TS,0
2008,20.6,-72.9,55.0,985.0,TS,0
2008,20.4,-72.6,55.0,988.0,TS,0
2008,20.2,-72.4,50.0,991.0,TS,0
2008,20.6,-71.9,45.0,996.0,TS,0
2008,21.6,-71.8,50.0,994.0,TS,0
2008,21.7,-71.8,50.0,994.0,TS,0
2008,22.7,-71.8,55.0,989.0,TS,0
2008,23.4,-72.4,60.0,990.0,TS,0
2008,24.1,-73.2,55.0,989.0,TS,0
2008,22.4,-55.0,125.0,935.0,TS,1
2008,23.0,-56.4,120.0,937.0,TS,1
2008,23.4,-57.7,115.0,940.0,TS,1
2008,23.6,-59.0,115.0,944.0,TS,1
2008,23.6,-60.4,115.0,949.0,TS,1
2008,23.5,-61.9,105.0,954.0,TS,1
2008,23.2,-63.4,100.0,959.0,TS,1
2008,22.8,-64.9,100.0,962.0,TS,1
2008,22.4,-66.3,100.0,964.0,TS,1
2008,21.9,-67.7,95.0,965.0,TS,1
2008,21.5,-69.0,115.0,950.0,TS,1
2008,21.2,-70.3,115.0,947.0,TS,1
2008,21.1,-71.6,115.0,947.0,TS,1
2008,21.0,-72.8,110.0,947.0,TS,1
2008,21.0,-73.2,110.0,947.0,TS,1
2008,21.0,-74.0,105.0,946.0,TS,1
2008,21.5,-70.0,30.0,1005.0,TS,0
2008,22.0,-69.4,35.0,1003.0,TS,0
2008,22.4,-68.7,40.0,1002.0,TS,0
2008,23.1,-68.4,40.0,1001.0,TS,0
